46
1019717;3;0;624;
1019717;3;624;1248;
1020074;3;1273;1801;
1020074;3;1801;2185;
1019718;3;2210;2594;
1020058;3;2619;2907;
1020058;3;2907;3195;
1020058;3;3195;3483;
1020058;3;3483;3771;
1019717;3;3796;4084;
1020058;3;4109;4349;
1020075;3;4359;4599;
1019733;3;4624;4864;
1020066;3;4889;5033;
1020066;3;5033;5177;
1020066;3;5177;5321;
1020049;3;5336;5480;
1020074;3;5495;5639;
1020075;3;5639;5783;
1019733;3;5808;5952;
1019794;3;5967;6111;
1020066;3;6136;6232;
1020066;3;6232;6328;
1020067;3;6328;6424;
1020049;3;6439;6535;
1020059;3;6550;6646;
1020059;3;6646;6742;
1020094;3;6762;6858;
1019719;3;6883;6979;
1019794;3;6989;7085;
1019789;3;7100;7149;
1019794;3;7164;7213;
1020067;3;7238;7286;
1020067;3;7286;7334;
1020049;3;7349;7397;
1020050;3;7397;7445;
1020050;3;7445;7493;
1020050;3;7493;7541;
1020050;3;7541;7589;
1020059;3;7604;7652;
1020059;3;7652;7700;
1020075;3;7710;7758;
1020095;3;7778;7783;
1019789;3;7808;7811;
1019960;3;7821;7822;
1019754;3;7842;7843;
